ID,ST04Q01,ST15Q01,ST19Q01,misced,fisced,CLCUSE1,ESCS,FAMSTRUC,BELONG,STUDREL,ATTLNACT,ATSCHL,ANXMAT,FAILMAT,INSTMOT,INTMAT,SMATBEH,MATHEFF,MATINTFC,MATWKETH,SCMAT,SUBNORM
2613,2,1,1,6,5,2,1.09,2,-1.05,-0.48,-1.7015,-1.46,0.56,0.3889,-0.67,0.58,1.7024,-0.63,1.4565,-0.2356,0.18,-0.3852
2614,1,1,1,4,5,3,0.55,2,0.56,-1.04,0.0873,0.24,0.06,1.5828,0.05,-1.78,-0.4567,-0.77,-1.5329,-1.0353,-1.28,0.3026
2615,1,1,1,6,6,3,1.04,2,-1.3,0.45,1.2115,-0.64,0.06,0.64,-1.12,-0.34,-0.0721,-0.63,-1.5329,-0.2356,-0.52,-0.7176
2616,2,1,2,3,5,3,-0.42,1,0.32,-0.02,-1.4236,-0.64,-0.47,-0.3017,-0.67,-0.34,-1.0226,-0.18,-1.5329,-0.7235,-0.29,-1.6717
2617,1,1,1,1,4,2,-0.05,2,-0.92,-0.79,-0.9394,-0.95,0.06,0.64,0.05,-0.66,-0.4567,-0.18,1.4565,0.2882,0.41,-1.0426
2618,1,1,1,6,3,2,0.68,2,-0.9,-1.26,-1.4236,-0.95,1.02,1.5828,-1.33,-0.66,0.4486,-2.05,-1.5329,-0.0651,-1.61,-0.7176
2619,1,4,2,5,1,3,-0.74,2,-0.15,-0.02,1.2115,0.24,0.32,0.1524,0.5,0.91,0.9618,-0.02,1.4565,1.6881,0.18,-0.0455
2620,2,2,1,6,6,2,0.81,2,-0.37,-0.48,0.0873,-0.24,0.06,-1.2999,0.05,0.58,0.811,-0.18,0.1775,-0.4017,-0.06,0.6602
2621,1,4,4,6,2,3,-0.69,1,-1.3,-0.79,-0.9394,-0.24,0.32,2.0328,0.05,-0.66,-2.1402,-1.51,-0.7332,-0.7235,-1.28,-1.0426
2622,1,1,1,4,4,2,-0.35,2,0.32,-0.48,0.0873,-0.24,0.56,-0.076,0.8,-1.78,-0.4567,-1.36,-0.2514,-0.8805,-2.18,0.3026
2623,1,1,1,4,4,2,0.76,2,1.42,0.81,1.2115,1.38,-0.47,1.2219,0.05,0.91,-0.0721,-0.63,-0.2514,0.649,0.41,0.3026
2624,2,1,1,6,6,2,1.24,2,-0.15,-0.02,-1.4236,-0.24,-0.47,0.9139,0.05,0.91,0.6426,1.47,1.4565,-0.4017,1.12,-1.0426
2625,1,1,1,4,2,3,-1.17,1,-0.9,-0.79,-0.3397,0.24,-1,0.1524,1.59,0,-1.0226,-0.92,-0.2514,-0.2356,-0.76,-0.7176
2626,1,2,1,4,4,2,-0.86,2,-0.15,-1.04,-0.9394,-0.24,0.32,0.3889,-0.67,-0.95,-0.4567,-0.77,-0.2514,-0.7235,-0.52,-1.0426
2627,1,1,1,6,6,3,0.48,2,-1.64,-0.02,-0.3397,-0.64,-0.47,-0.53,0.05,-0.66,-0.4567,1.47,0.6584,0.1099,1.12,-0.3852
2628,2,2,1,5,6,3,-0.51,1,1.1,0.45,0.5206,-0.24,-0.2,-1.6239,0.05,0,0.2171,-0.33,-1.5329,-0.0651,0.65,0.3026
2629,2,1,4,6,2,3,0.68,2,-0.74,-0.02,-0.3397,-0.64,-0.47,0.3889,0.05,-0.66,-0.4567,-0.48,1.4565,-0.7235,-0.76,-1.0426
2630,1,1,1,6,5,3,1.11,2,-1.53,-1.47,-0.9394,-0.95,0.56,2.6645,-2.3,-1.78,-1.0226,-2.05,-1.5329,-1.1886,-2.18,-1.3599
2631,1,3,4,0,2,3,-1.66,2,0.82,-0.02,1.2115,1.38,-0.2,-0.076,0.05,0.3,0.811,-0.18,-0.7332,0.1099,0.41,0.3026
2632,1,2,1,6,6,2,0.6,1,1.42,1.51,0.5206,0.77,-1.68,-0.076,-0.9,0.3,0.6426,1.07,-1.5329,0.2882,1.12,-0.0455
2633,1,1,1,6,6,3,1.25,2,0.32,0.81,0.5206,0.24,-1.3,-0.767,0.05,0,0.6426,0.34,-0.2514,0.4684,0.18,-0.0455
2634,2,1,1,6,5,2,0.52,2,0.32,-1.47,-0.3397,-1.46,-1,-0.53,0.05,-0.34,0.2171,0.15,-0.7332,-0.7235,-0.29,0.3026
2635,1,1,1,6,6,3,2.08,2,2.63,2.16,1.2115,2.35,0.79,-0.076,0.5,-1.27,-0.4567,0.34,-1.5329,0.4684,-1.61,-0.0455
2636,2,1,1,5,5,2,0.47,2,2.63,-0.02,-0.3397,-1.22,-2.37,0.3889,-1.56,-1.78,-0.0721,0.78,0.1775,0.8307,0.88,-1.3599
2637,2,1,1,6,5,3,1.21,2,0.32,-0.02,-0.3397,-1.22,-1,-0.53,-0.39,0.3,-0.4567,-0.18,1.4565,0.649,0.65,-0.0455
2638,1,1,4,6,6,3,0.57,2,0.56,-0.02,-0.9394,-0.24,0.32,-0.3017,0.05,0,-1.0226,-0.77,-0.7332,-0.4017,-0.52,-0.0455
2639,1,4,1,2,2,2,-0.33,2,1.84,-0.02,0.0873,2.35,-0.47,-1.2999,0.8,1.23,-2.1402,0.42,-0.2514,0.1099,1.12,0.3026
2640,1,1,1,6,4,3,0.96,2,-0.37,-0.02,-0.3397,-0.24,-0.2,0.1524,1.59,0,-0.4567,-0.18,1.4565,0.2882,0.41,-0.0455
2641,2,2,1,6,5,3,1.05,2,0.56,1.51,1.2115,1.38,-1.3,-0.767,1.59,1.51,0.6426,1.47,1.4565,0.8307,2.26,-0.3852
2642,2,2,1,2,3,3,-0.96,1,-0.37,-0.02,0.0873,-0.24,-0.2,-0.3017,-0.67,-0.66,-0.4567,-0.63,-1.5329,0.2882,-1.01,-0.7176
2643,1,1,1,6,6,3,1.47,2,-1.3,1.13,0.0873,0.77,-0.47,0.64,-0.39,0.91,0.2171,-0.33,0.1775,0.2882,2.26,0.3026
2644,1,1,1,2,6,3,-0.07,2,-0.15,-0.79,-0.9394,-0.64,0.56,0.1524,-1.12,0.58,-1.0226,-0.02,0.6584,-0.0651,0.65,-1.6717
2645,2,1,1,6,5,2,0.74,2,-0.74,-0.79,-1.4236,-0.64,0.06,-0.3017,0.05,-1.78,-1.0226,-0.92,-1.5329,-1.0353,-0.76,-0.3852
2646,2,1,1,6,4,3,1.06,2,-0.15,-1.47,-0.9394,-1.96,1.02,2.0328,-1.33,-0.34,4.4249,-3.75,-1.5329,-2.4418,-1.01,-1.0426
2647,1,1,1,4,3,1,-0.71,1,-1.05,-0.48,-1.7015,-0.64,1.02,3.9067,-1.12,-0.34,0.2171,-0.92,-0.2514,-1.0353,-1.18,-0.7176
2648,2,1,1,5,3,3,0.44,2,0.08,0.45,0.0873,0.24,-0.47,-2.0269,0.05,0.91,1.2288,0.15,1.4565,0.8307,0.65,0.6602
2649,2,1,1,5,2,3,0.41,2,0.56,-1.47,-0.9394,-0.24,-0.47,-1.6239,0.05,0.91,0.2171,0.34,1.4565,0.4684,0.41,-0.3852
2650,1,1,1,5,5,3,0.67,2,0.32,-0.02,1.2115,-0.64,-1,0.9139,1.59,1.51,0.6426,0.54,1.4565,-0.8805,1.12,-0.3852
2651,2,2,1,6,6,3,1.1,2,-1.42,-3.11,-2.1084,-2.99,0.79,-0.076,-2.3,-1.78,-2.1402,-1.21,-1.5329,-0.2356,0.41,-1.3599
2652,2,1,1,5,5,2,-0.9,2,-1.18,-1.26,-1.4236,-0.64,0.06,1.2219,-1.12,-1.78,-2.1402,-1.21,-1.5329,-2.1963,-1.61,-1.6717
2653,2,1,1,4,4,3,-0.36,2,1.84,1.51,1.2115,2.35,-0.2,0.3889,0.05,-0.34,0.6426,-0.48,1.4565,-0.0651,-0.52,-0.3852
2654,1,4,1,3,5,3,-0.52,2,0.32,-0.02,-0.9394,-0.24,-0.47,-0.076,-0.39,-0.95,-1.0226,-0.33,0.1775,-0.7694,0.65,-0.3852
2655,2,1,1,5,5,3,0.14,2,-1.07,-0.02,-1.4236,-0.24,-0.47,0.64,-0.39,-0.34,0.2171,-0.77,-0.7332,-0.2356,0.41,-0.3852
2656,1,4,4,6,6,3,-0.24,2,0.82,-0.02,0.0873,-0.24,-0.47,0.3889,0.05,-0.66,0.4486,-0.92,-0.7332,-0.0651,-0.29,0.3026
2657,2,1,1,6,4,2,0.49,2,0.08,-0.79,1.2115,0.77,-0.47,0.1524,1.11,0.58,0.2171,0.34,1.4565,-0.0651,0.88,1.4014
2658,2,4,1,3,3,1,-1.19,2,-0.9,-1.04,-1.9158,-0.64,-0.47,-0.3017,-0.67,-0.95,-0.4567,2.27,-1.5329,-0.5641,-0.06,-1.0426
2659,1,1,1,4,6,3,0.96,2,0.32,-0.02,1.2115,0.77,-1,0.64,0.05,1.23,-0.0721,0.15,1.4565,0.1099,0.65,-0.0455
2660,2,1,1,6,6,3,1.18,2,0.56,-0.08,1.2115,-0.64,-0.2,-0.076,1.59,1.51,0.4486,1.07,0.6584,1.2128,0.88,1.4014
2661,2,2,2,6,3,1,0.18,2,-2.12,-0.79,-0.9394,-0.24,-0.47,-1.6239,0.05,-0.34,-0.4567,0.34,1.4565,-0.5641,0.65,-1.0426
2662,2,1,1,5,5,5,0.47,2,-1.75,-1.26,-1.7015,-0.95,-0.73,0.1524,-1.12,-0.34,-0.4567,-0.48,-0.2514,-1.3412,0.41,-1.6717
2663,1,1,1,4,6,2,1.13,1,2.63,0.81,1.2115,2.35,0.06,-1.2999,1.59,2.29,1.0998,0.54,0.1775,1.2128,0.41,1.0265
2664,1,1,1,6,6,2,1.69,2,-0.74,-0.02,0.5206,0.24,-0.47,0.1524,0.05,-0.34,-0.4567,0.34,0.1775,-0.2356,0.41,0.3026
2665,1,2,1,5,5,3,0.05,2,-0.56,-0.02,-0.9394,-0.64,-0.2,0.1524,0.05,0,0.4486,-0.18,0.0421,-0.5641,0.41,-0.0455
2666,2,1,1,5,5,2,-0.09,2,2.63,2.16,1.2115,0.24,-1.68,-0.53,0.05,0.91,0.2171,0.78,0.1775,0.4684,0.65,0.6602
2667,1,1,1,6,6,3,0.6,2,0.32,1.51,1.2115,1.38,1.89,0.1524,-0.67,0,0.2171,-0.02,-0.7332,-0.2356,-0.76,0.3026
2668,1,1,3,5,6,3,1.33,2,1.84,1.51,1.2115,2.35,-1.3,0.1524,1.11,1.51,1.0998,0.78,0.6584,0.8307,2.26,-0.3852
2669,2,1,1,5,5,2,0.07,2,0.32,-0.48,-0.3397,-0.24,-0.47,-0.076,0.05,-0.34,0.4486,-0.77,1.2818,-0.5641,-0.06,-0.7176
2670,1,1,1,4,6,1,1.23,2,-0.56,-0.48,-0.9394,-0.64,-1.68,-0.076,0.05,0.58,0.4486,0.78,1.4565,-0.0651,0.88,3.8587
2671,1,1,1,6,6,2,1.1,1,-0.56,-0.02,1.2115,0.24,-2.37,0.64,-1.56,0.3,-1.0226,1.47,-1.5329,0.8307,1.7,-2.7091
2672,2,1,1,6,6,3,1.33,2,-0.56,-0.48,-0.9394,0.24,0.32,0.1524,0.05,0.3,1.2288,-0.48,1.4565,-0.2356,0.18,0.6602
2673,1,1,1,3,6,3,0.9,2,-1.05,-0.02,1.2115,0.77,-1.3,-1.2999,1.59,0.58,-0.0721,0.54,1.4565,1.4298,1.12,1.0265
2674,2,1,3,6,6,3,0.77,2,-0.56,1.13,0.5206,0.77,-0.47,1.2219,0.5,0.91,1.4702,1.07,-0.7332,-0.2356,2.26,-0.3852
2675,1,1,1,5,5,3,-0.39,2,-0.56,-0.02,0.5206,-0.64,-0.73,-0.53,0.05,-0.66,-0.0721,-1.06,0.6584,-0.5641,0.41,-1.6717
2676,1,1,1,4,3,3,-0.07,2,0.08,-0.02,-0.9394,-0.24,0.79,0.9139,-0.67,-0.34,-0.0721,-0.48,-1.5329,-0.4017,-0.76,-0.7176
2677,1,1,1,6,6,3,0.96,2,-0.37,1.51,0.0873,1.38,0.06,0.9139,0.8,1.51,0.2171,0.78,0.1775,-0.0651,0.88,1.0265
2678,1,4,3,2,5,2,-0.26,2,1.42,1.13,1.2115,0.77,0.06,-0.53,-0.39,-0.34,0.811,-0.48,-0.1091,0.1099,-0.06,1.4014
2679,2,1,1,4,3,3,-0.76,2,-0.37,-0.02,-0.9394,-0.64,0.56,0.1524,0.05,-0.34,0.6426,-1.36,-0.7332,-0.8805,-0.76,-0.0455
2680,2,1,1,6,5,3,0.57,2,0.82,-0.02,-0.9394,-0.24,-2.37,-1.6239,0.05,0.58,-0.4567,0.34,-0.7332,-1.8165,0.65,0.6602
2681,2,1,1,4,6,3,0.73,2,0.08,-0.02,-0.9394,-0.24,-1.68,0.1524,-1.12,0,0.6426,-0.18,1.4565,-1.1886,1.12,-0.0455
2682,2,1,1,3,3,3,0.31,1,1.1,2.16,1.2115,0.24,-0.47,-0.767,0.05,0.3,-0.0721,0.54,0.1775,-0.0651,0.41,0.3026
2683,1,1,1,3,4,2,-0.35,2,0.32,-0.02,0.0873,0.24,-0.2,-0.53,0.05,0.58,0.2171,-0.77,-0.7332,0.1099,-0.29,0.3026
2684,2,1,2,6,6,3,0.95,2,0.82,-0.79,-0.3397,-0.64,-0.2,0.3889,-0.9,0,-0.0721,-0.33,0.6584,-1.0353,0.88,-0.3852
2685,1,2,4,6,4,3,-0.32,2,0.08,-0.79,1.2115,1.38,0.79,-1.2999,0.05,-0.66,-0.4567,-0.77,-0.2514,0.1099,-0.06,-0.0455
2686,1,1,1,5,5,3,-0.39,1,-0.15,-1.04,-0.9394,0.24,1.02,-1.0202,0.05,-0.34,-0.4567,-1.06,-0.7332,-0.0651,-0.76,-0.3852
2687,2,1,1,6,5,2,0.62,2,-0.15,1.13,1.2115,0.77,-1.68,-0.53,0.05,-0.95,0.2171,1.07,-0.7332,0.1099,0.65,-1.0426
2688,2,1,4,6,2,3,0.59,2,0.32,-0.02,-0.3397,-0.24,-1.3,-0.3017,0.05,0.58,0.2171,1.47,0.1775,-0.2356,0.65,0.3026
2689,1,1,1,3,3,3,-0.17,2,0.08,0.45,-0.9394,-0.64,-1,-0.53,-0.67,-0.34,-0.0721,-0.48,0.1775,-0.0651,-0.06,-0.0455
2690,2,4,1,4,5,3,0.02,1,0.08,-0.02,-0.9394,-0.24,-0.47,-0.53,0.05,0.3,-0.0721,-0.77,0.6584,0.1099,-0.06,0.3026
2691,1,4,4,6,2,3,0.26,2,-0.15,1.13,0.0873,0.24,0.56,0.64,0.8,0,-0.4567,-0.92,0.1775,-1.3412,-0.76,-0.0455
2692,1,1,1,6,5,3,1.23,2,-0.15,-0.02,1.2115,1.38,-0.2,-0.076,-0.39,0.88,0.2171,-0.48,0.1775,-0.4017,0.18,-0.3852
2693,1,1,1,5,5,2,0.43,2,-0.74,0.45,1.2115,-0.24,-0.2,-0.53,1.59,1.51,0.9618,0.78,0.1775,0.2882,0.65,0.3026
2694,2,1,1,5,6,3,0.77,2,0.56,-0.02,0.5206,0.24,-0.47,-0.53,-0.67,0,-2.1402,-0.02,-1.5329,-0.0651,0.41,-0.3852
2695,1,1,3,3,6,3,0.94,2,-3,-1.47,0.0873,-0.64,-1.3,0.1524,-1.12,0.58,0.811,0.54,0.1775,-1.3412,1.7,-0.3852
2696,2,2,1,6,6,3,0.74,2,-0.15,0.45,0.0873,0.24,-1.3,-1.0202,1.59,1.81,0.6426,2.27,1.4565,1.4298,2.26,0.3026
2697,1,2,1,3,2,2,-1.18,2,1.1,-0.02,-0.3397,1.38,1.02,-0.3017,-0.9,-1.78,0.2171,-1.36,-1.5329,-1.9945,-1.28,-1.0426
2698,1,1,3,2,6,2,-0.09,2,-1.53,-0.48,-0.3397,-0.24,-0.2,-0.076,-0.39,-0.66,-1.0226,-0.77,0.1775,-0.5641,-0.06,-1.0426
2699,1,1,1,6,6,3,1.06,2,0.08,0.81,-1.4236,-0.64,1.02,-0.53,1.11,1.51,2.2022,-0.33,1.4565,0.649,1.38,1.7943
2700,2,1,1,5,6,3,2.14,2,0.56,0.45,1.2115,-1.46,1.89,-0.076,1.59,-1.78,0.1853,0.15,0.0421,-0.7235,1.38,2.8039
2701,2,4,1,4,2,2,0,2,1.1,-0.79,0.5206,0.77,0.32,0.1524,-0.9,-1.27,-0.0721,1.07,-0.7332,-0.5641,-1.01,-1.3599
2702,1,1,1,6,5,1,1.46,2,0.82,-0.02,-1.4236,0.77,-0.47,-0.53,-0.67,-1.78,-0.4567,-1.86,-1.5329,-1.1886,-0.52,-0.7176
2703,1,1,4,1,5,3,-1.26,1,-0.9,-0.48,-0.3397,0.24,-0.47,0.64,0.8,1.81,0.811,-0.48,1.4565,0.1099,1.7,1.0265
2704,1,1,1,3,3,3,-0.22,2,0.32,-0.79,1.2115,0.77,0.06,-1.0202,0.05,0.58,0.2171,-1.36,1.4565,0.2882,0.65,0.3026
2705,1,1,4,6,6,2,1.94,2,0.82,1.51,1.2115,0.77,0.06,-0.53,1.11,0.91,0.2171,0.54,1.4565,0.8307,0.18,1.4014
2706,1,1,1,6,6,3,1.06,2,-0.9,0.45,-0.9394,-0.24,0.56,0.64,-0.9,-0.66,-0.4567,-0.77,-1.5329,-0.5641,-0.52,-0.3852
2707,1,1,1,4,5,2,0.18,2,0.56,-0.02,-0.9394,-0.24,-0.47,-0.53,-0.67,-0.34,-1.0226,-1.06,-1.5329,-0.2356,-0.52,-0.0455
2708,1,1,4,2,6,2,0.28,2,-0.9,-1.47,-0.9394,-0.24,0.32,0.3889,0.05,-0.34,-2.1402,-0.63,0.6584,-0.2356,-0.29,-0.3852
2709,1,4,4,6,6,3,0.46,1,-0.56,-0.02,-0.9394,0.77,-0.73,-0.076,-2.3,-1.78,-1.0226,-1.06,-1.5329,-0.8805,-1.01,-1.6717
2710,2,1,1,5,5,2,-0.45,2,0.08,-0.02,-1.9158,-0.95,-0.47,-0.767,-1.83,-1.78,-2.1402,-1.21,-1.5329,-1.1886,-0.76,-1.3599
2711,1,1,1,6,6,3,0.39,1,1.1,-0.48,-0.9394,-0.24,0.32,0.9139,-0.9,-1.78,-1.0226,-0.63,-0.7332,-1.1886,-0.52,-0.7176
2712,1,1,1,6,6,3,0.87,2,-1.18,-0.02,1.2115,-0.64,0.06,0.1524,-0.67,-0.34,-1.0226,0.54,0.6584,-0.5641,-0.29,-0.0455
2713,2,1,1,3,5,2,-0.12,2,-0.37,-0.02,0.0873,-0.24,-0.47,-1.2999,1.59,0.58,0.4486,-0.33,1.4565,-0.2356,0.65,0.3026
2714,2,1,1,6,6,3,1.01,2,-0.37,-0.48,0.5206,0.24,0.06,0.64,0.5,0.3,1.3516,0.78,0.1775,0.8307,0.41,0.3026
2715,2,1,1,5,4,3,0.41,2,-0.37,0.81,-1.7015,-0.95,0.32,0.64,-1.12,-0.66,-0.4567,-0.63,-0.7332,-3.4503,-2.18,-3.2314
2716,1,2,1,6,6,3,0.96,2,1.42,2.16,1.2115,2.35,0.32,0.3889,0.05,0.3,0.9618,-0.02,0.1775,-0.2356,-0.06,1.0265
2717,1,1,1,6,6,3,1.24,2,-1.18,-0.02,0.5206,-2.99,0.56,1.2219,-2.3,-1.78,-2.1402,-2.05,-1.5329,-0.4017,-2.18,-1.0426
2718,2,1,1,5,3,2,-0.18,2,-0.37,-0.02,-0.9394,-0.24,-0.2,-0.53,0.05,0.91,1.0998,-0.02,1.4565,0.4684,0.65,0.6602
2719,2,1,1,6,6,2,1.63,2,0.56,-0.02,1.2115,-0.24,-0.47,-0.767,0.5,-0.34,0.2171,-0.48,0.1775,-0.7235,-0.29,-0.0455
2720,2,1,1,5,4,3,0.05,2,-0.56,-0.02,0.0873,-0.24,-1.68,-0.767,0.05,0,-1.0226,-0.18,1.4565,-0.0651,0.88,-0.0455
2721,2,4,1,6,5,1,1.17,2,-0.56,-2.5,-0.3397,-0.95,0.79,-0.076,-0.39,-1.78,-0.4567,-1.36,-1.0033,-3.4503,-1.01,-0.0455
2722,2,1,1,5,5,2,0.39,2,0.32,-0.02,-0.3397,0.77,-0.2,-0.076,-0.39,-0.66,-0.0721,0.15,-1.5329,-0.8805,-0.06,-0.3852
2723,1,1,1,5,3,3,0.89,2,0.56,-1.47,1.2115,-0.64,0.56,1.5828,-1.33,-1.78,-0.0721,-1.06,-1.5329,-1.3412,-2.18,1.0265
2724,1,2,2,6,1,3,0.89,1,-1.87,1.13,-0.9394,1.38,-1.68,-0.53,1.59,1.51,0.6426,-0.18,0.6584,0.1099,2.26,-0.0455
2725,1,1,1,5,5,3,-0.17,2,-0.15,-0.02,-0.9394,-0.24,0.32,0.3889,-0.39,0,0.811,-0.77,0.1775,-0.7235,-0.29,-0.0455
2726,1,1,1,3,5,2,-0.22,2,-0.56,-0.79,-1.4236,-0.64,-0.2,-0.3017,-0.9,-1.78,-1.0226,-0.48,-1.5329,-1.6519,-0.52,-0.7176
2727,1,1,1,6,6,3,1.28,2,0.82,0.45,1.2115,1.38,-1.3,-2.0269,0.05,-0.34,0.2171,1.47,-1.5329,1.2128,1.7,-0.0455
2728,1,1,1,6,4,3,1.36,2,0.08,-1.47,-0.3397,-0.95,0.79,2.0328,0.5,-1.78,-1.0226,-0.77,-1.5329,-0.7235,-1.61,-1.3599
2729,2,1,1,6,3,3,1.7,2,-0.37,-1.68,-0.9394,-0.24,-0.2,-0.767,0.05,0.91,0.9618,2.27,1.4565,0.2882,0.88,-1.0426
2730,2,1,1,4,6,5,0.92,2,0.08,0.81,-0.3397,0.77,-0.47,-0.53,-0.39,0,0.2171,-0.48,1.4565,0.1099,-0.06,0.3026
2731,1,1,1,6,6,3,1.54,1,0.08,-0.02,-0.3397,-0.64,0.06,-0.767,0.05,0.91,0.9618,-0.48,0.1775,-0.4017,0.41,0.3026
2732,1,1,1,6,6,3,1.32,2,0.32,-0.48,1.2115,1.38,-1.3,-0.767,1.59,0,0.9618,0.54,-0.2514,0.649,1.7,1.0265
2733,2,1,1,5,5,3,-0.6,2,0.08,-0.02,-0.9394,-0.24,-1,-2.5995,0.05,0.58,-0.4567,0.34,1.4565,-0.4017,1.12,-0.3852
2734,1,4,1,6,6,3,1.17,2,-0.74,-0.79,0.5206,-0.24,-1,1.2219,-0.39,0,0.4486,0.34,-0.2514,-0.4017,0.41,-0.6264
2735,1,4,1,4,4,2,0.6,2,1.84,0.81,0.5206,2.35,-0.47,-0.076,1.59,0.91,0.811,0.54,-0.2514,1.4298,1.12,1.4014
2736,2,1,1,6,6,3,1.72,2,-0.15,-0.48,-0.9394,-0.24,-0.47,-1.0202,-0.39,0,0.6426,-0.48,-0.2514,0.4684,0.65,-0.3852
2737,2,3,1,4,4,3,0.66,2,-0.15,1.51,1.2115,1.38,0.06,-1.0202,0.8,0.91,1.4702,0.34,1.4565,-0.4017,0.65,1.4014
2738,1,1,1,4,2,3,0.48,2,0.08,-0.02,-0.3397,-0.24,-0.2,0.1524,-0.39,-0.34,0.811,-0.63,-1.5329,-0.5641,-0.52,-0.3852
2739,2,4,1,2,4,2,-0.99,2,-0.9,-1.04,-1.4236,-0.24,-0.2,0.3889,-0.9,-1.78,-0.0721,-0.33,-0.2514,-1.8165,0.41,-1.6717
2740,2,2,1,5,6,2,0.04,2,-0.15,-0.02,-0.9394,-0.64,0.79,0.1524,0.05,-0.34,-0.4567,-0.92,1.4565,-0.4017,-0.52,-0.3852
2741,1,1,1,6,6,3,1.07,2,-0.37,-0.02,1.2115,0.77,-0.47,0.1524,0.8,-0.66,0.4486,-0.18,1.4565,-0.4017,-0.06,-0.0455
2742,2,1,1,4,4,2,0.65,1,-0.74,-1.68,-1.7015,-1.22,-0.73,0.64,-2.3,-1.78,-0.4567,0.15,-1.5329,-2.4418,-1.01,-1.0426
2743,1,4,1,6,6,3,1.47,2,-1.64,-0.02,-0.9394,-0.24,0.79,-1.0202,0.05,-0.34,0.2171,-0.63,-0.7332,-0.7235,-0.29,-0.7176
2744,2,1,1,6,2,3,0.87,2,0.08,1.51,0.0873,0.77,-0.2,0.3889,0.05,-0.34,-0.4567,0.54,-0.2514,-0.8805,-0.29,-1.0426
2745,1,2,1,6,6,3,0.8,2,2.63,2.16,1.2115,2.35,-2.37,-1.0202,0.05,1.81,1.2288,0.78,-0.2514,2.7167,2.26,-0.0455
2746,2,4,4,2,2,2,-0.76,2,-0.31,-1.04,1.2115,2.35,2.55,0.3889,0.05,-1.78,0.2171,-3.75,-1.4741,-0.2356,-2.18,3.8587
2747,1,4,3,4,4,3,-0.51,1,0.08,0.45,-0.3397,0.77,-1,-0.076,0.05,0.3,0.4486,0.54,0.1775,-0.4017,0.41,1.0265
2748,2,4,1,4,6,2,-0.23,2,1.1,2.16,-0.9394,-0.24,-0.47,-1.0202,0.05,0,-0.4567,-0.48,1.4565,-0.2356,0.41,-0.7176
2749,2,2,1,6,6,2,0.1,2,0.82,-0.48,-0.9394,-1.22,-0.2,-0.3017,-1.12,-0.34,0.811,-0.48,-1.5329,-1.0353,-0.06,-1.0426
2750,1,4,1,4,6,3,0.81,2,1.1,2.16,1.2115,2.35,-0.73,-1.6239,1.11,0.91,0.4486,0.54,-0.2514,0.2882,1.12,1.0265
2751,1,1,1,6,2,3,0.35,2,1.1,0.81,1.2115,0.77,-0.2,-1.0202,0.5,0.3,0.9618,-0.48,-0.2514,-0.0651,-0.52,0.6602
2752,2,1,1,6,6,3,1.07,2,-0.74,-0.02,-0.9394,-0.24,-0.47,0.3889,-0.39,-0.34,0.4486,-0.18,-1.5329,-0.2356,-0.29,0.3026
2753,2,1,1,6,6,3,1.57,2,-0.37,-0.79,0.0873,0.24,-0.73,0.1524,0.05,-0.34,-0.0721,-0.48,0.1775,-0.7235,0.65,0.3026
2754,2,3,3,5,5,3,-0.3,2,-0.37,-0.02,0.5206,0.77,-0.2,-1.6239,0.8,0.3,0.4486,-0.77,1.4565,-0.4017,0.88,-0.0455
2755,1,1,1,6,5,3,1.63,2,1.1,-0.79,1.2115,1.38,0.56,-0.767,0.8,0.91,0.6426,0.15,-0.7332,0.1099,-0.29,-0.0455
2756,1,1,1,4,3,3,0.55,1,-1.05,0.81,0.5206,-0.64,-2.37,-1.0202,0.05,0.3,0.6426,2.27,-1.5329,-0.7235,2.26,-0.7176
2757,2,1,1,5,6,1,0.52,2,-0.56,-1.04,-0.9394,-0.24,-0.47,0.1524,-0.9,-0.66,1.3516,-1.36,-0.7332,0.1099,-0.06,-1.0426
2758,1,1,1,3,2,3,-1.02,2,-1.3,-0.48,-0.3397,-0.95,0.06,0.1524,-0.9,-0.66,0.4486,-1.21,-0.2514,-0.8805,-1.61,-1.6717
2759,2,1,1,6,6,1,1.7,2,-0.37,-0.02,1.2115,0.24,-0.47,-0.076,0.05,0.91,0.6426,-0.02,1.4565,0.2882,0.65,-0.0455
2760,2,1,1,6,6,3,1.17,2,0.56,0.45,0.5206,-0.24,-2.37,0.1524,0.05,0,-1.0226,0.54,1.4565,-0.4017,1.7,0.6602
2761,2,1,1,6,4,1,1.04,2,-0.56,-0.79,-1.4236,-0.24,0.32,-0.3017,-0.9,0,1.8194,-1.06,0.1775,-0.5641,-0.52,-0.7176
2762,1,1,1,6,2,3,0.74,2,1.1,-0.02,1.2115,2.35,-0.2,3.9067,0.5,-0.66,-0.0721,-1.06,-0.7332,1.0166,-1.61,1.0265
2763,2,1,1,6,2,2,0.68,2,0.82,1.51,0.0873,0.24,-1.68,-3.7666,1.59,1.23,-0.4567,2.27,1.4565,1.6881,1.38,-0.0455
2764,2,1,1,6,6,3,1.78,2,0.08,-1.04,0.5206,0.24,-0.2,-0.53,0.05,-0.34,0.811,0.78,1.4565,0.1099,0.65,0.3026
2765,2,1,1,6,6,3,1.23,2,1.1,-0.02,0.0873,-0.24,-2.37,-0.076,0.05,0.58,-0.0721,1.47,1.4565,0.2882,2.26,0.3026
