ST04Q01,ST15Q01,ST19Q01,misced,fisced,CLCUSE1,ESCS,FAMSTRUC,BELONG,STUDREL,ATTLNACT,ATSCHL,ANXMAT,FAILMAT,INSTMOT,INTMAT,SMATBEH,MATHEFF,MATINTFC,MATWKETH,SCMAT,SUBNORM,PV1MATH
2,1,1,6,6,2,1.0,1,-0.74,0.45,-0.9394,-0.24,0.06,-3.7666,-0.39,0.3,1.2288,2.27,-0.2514,-0.0651,0.18,-0.7176,1
2,4,1,4,4,2,0.42,2,0.08,-1.47,-1.4236,-0.24,1.02,0.9139,-2.3,-1.78,-2.1402,-1.06,-1.5329,-1.8165,-1.61,-0.7176,0
2,2,1,3,3,1,-1.05,2,-0.15,-1.91,0.0873,-1.46,1.26,-0.076,-1.33,-0.66,0.6426,0.34,-1.5329,0.1099,-0.52,-1.3599,1
1,2,1,3,3,2,-1.04,2,-1.53,-1.04,-1.7015,-0.64,1.26,0.9139,-2.3,-1.78,-0.0721,0.78,-1.5329,-0.5641,-0.52,-0.3852,1
2,1,1,6,3,2,0.76,2,-0.56,0.45,1.2115,1.38,0.06,-0.767,0.8,0.58,-1.0226,2.27,1.2691,0.1099,0.18,-1.0426,1
2,4,1,3,3,2,-0.92,2,0.08,-0.48,-1.4236,-1.22,-0.2,-1.0202,-1.12,-0.34,0.2171,-0.18,0.6584,-0.4017,0.18,-0.7176,0
1,4,1,2,3,3,-0.64,2,-0.56,-0.79,-0.3397,-0.24,0.06,0.64,0.05,0.0,0.6426,-0.02,0.6584,-0.5641,0.18,-0.3852,0
2,1,1,4,2,2,-0.7,1,0.56,0.45,-0.3397,-0.24,-0.2,0.64,0.05,-0.95,0.4486,1.47,-0.7332,-0.0651,-0.29,-1.0426,1
2,4,1,4,4,2,-0.73,2,0.08,0.81,0.0873,1.38,-0.73,-1.2999,0.5,0.91,0.9618,2.27,1.4565,-0.0651,1.38,0.6602,1
1,1,1,6,3,2,0.94,2,-0.74,-0.02,-0.9394,0.24,-0.47,-1.6239,-0.67,0.3,0.2171,2.27,-1.5329,0.4684,0.65,-0.0455,1
1,1,1,6,6,2,1.16,2,-0.37,1.51,0.5206,0.24,-1.68,0.9139,1.59,0.3,-0.0721,1.47,-0.2514,-0.0651,1.12,0.3026,1
2,1,1,6,6,2,1.68,2,0.08,-1.26,-1.7015,0.77,1.02,-0.3017,-0.39,-1.78,0.2171,-0.48,0.1775,-0.4017,-2.18,-1.0426,0
1,1,1,6,6,2,0.97,2,-0.74,-0.79,-1.9158,-0.64,-0.47,-0.3017,-1.56,-0.34,-2.1402,0.34,-0.3495,-0.5641,-0.52,-0.7176,1
2,1,1,4,4,2,0.23,2,0.08,-1.04,1.2115,-0.24,0.79,-0.076,-0.39,-0.34,-0.0721,0.54,-0.7332,-0.2356,-0.06,-0.0455,1
2,1,1,4,4,3,0.93,2,-0.37,-0.48,-0.9394,-0.24,-0.47,-0.767,-0.67,0.3,0.811,-0.02,0.6584,0.2882,0.65,0.3026,1
2,1,1,4,2,2,-0.32,2,0.08,-0.79,0.0873,-0.64,-1.68,-1.6239,1.59,1.81,1.3516,2.27,1.4565,-1.3412,1.7,-0.3852,1
1,1,1,3,4,2,-0.56,2,-1.18,-0.79,-1.7015,-0.64,-0.47,-0.076,-0.39,0.3,0.9618,0.78,1.4565,0.8307,1.12,-1.0426,1
1,1,1,6,3,5,1.34,2,0.08,-0.48,-0.9394,0.24,-0.2,0.1524,-0.39,-1.27,-0.4567,-0.02,-1.5329,-1.0353,-1.01,-0.0455,0
2,3,3,3,3,2,-1.04,2,-0.37,-0.02,-0.9394,-0.24,0.06,-0.53,-0.39,0.3,-1.0226,-0.63,-1.5329,-0.8805,-0.29,-1.3599,0
1,3,3,3,3,2,-0.97,2,0.56,1.13,0.5206,2.35,-1.0,0.64,1.11,0.91,0.2171,1.47,1.4565,0.649,1.7,0.3026,1
2,4,1,3,3,3,-0.72,2,-0.24,-1.68,-1.9158,-1.46,2.55,0.64,0.05,-1.27,-0.0721,-0.77,-0.2514,-0.5641,-1.61,1.4014,0
2,1,1,6,6,2,0.7,2,0.82,-0.02,0.5206,0.24,-1.68,-1.0202,0.05,-0.34,1.2288,2.27,0.1775,-0.4017,1.38,-0.6264,1
2,1,1,6,6,2,1.29,2,-0.74,-1.04,1.2115,-0.95,-0.2,-0.3017,-0.9,-0.34,0.811,0.78,1.2691,0.1099,-0.52,0.3026,1
1,1,1,6,4,2,1.47,1,-1.53,-0.02,-1.4236,-0.95,-0.47,-2.0269,-1.12,0.58,0.2171,0.78,1.4565,-1.0353,0.65,-0.7176,1
1,1,4,3,4,2,-0.26,2,-0.15,-0.48,-0.9394,-1.22,-0.47,-0.076,0.05,0.58,1.0998,-0.02,1.4565,-0.4017,0.65,-1.3599,0
1,3,2,4,4,4,-1.02,2,-1.05,-1.26,-0.9394,-0.24,0.56,-1.2999,0.05,0.0,0.2171,-0.77,-0.7332,0.1099,-0.29,-0.7176,0
2,4,1,4,4,3,-0.78,2,0.82,0.81,0.0873,-0.95,0.32,-0.076,0.05,0.3,0.2171,0.15,0.1775,-0.7235,-0.29,-0.3852,0
1,1,1,4,4,2,-0.13,2,-0.41,-0.02,0.5206,-0.25,0.06,1.2693,0.05,0.87,0.4486,0.34,-0.2723,0.8307,0.18,-0.0763,0
2,3,1,4,4,2,0.24,2,0.08,-0.02,-0.9394,-0.24,-1.68,0.3889,0.05,0.58,1.0998,2.27,0.6584,0.4684,1.38,0.3026,1
2,1,1,4,4,2,0.22,2,0.08,-2.16,-1.7015,-1.46,0.79,1.5828,-1.12,-0.34,-0.4567,0.34,-1.5329,-0.8805,-0.76,-1.0426,0
1,1,1,6,6,2,0.67,1,0.32,-0.79,0.0873,-0.95,-1.3,-0.3017,0.5,0.91,1.3516,1.47,-0.6509,0.2882,2.26,0.3026,1
1,4,2,3,3,2,-0.6,2,-1.18,-1.04,-1.4236,-0.64,0.56,0.9139,-0.67,-0.66,-0.4567,-0.92,-0.2514,-0.7235,-1.28,-0.7176,0
2,1,1,2,2,1,-1.61,1,-0.74,-0.79,-0.3397,-1.22,0.06,0.64,-0.39,0.0,-0.0721,-0.92,-0.2514,-0.5641,-0.52,-0.7176,0
2,4,4,4,3,2,-0.45,2,0.08,-0.79,-1.4236,-0.64,-0.2,-0.3017,-0.67,-0.95,0.811,1.47,1.4565,-0.4017,0.41,-0.3852,1
2,4,2,3,3,2,-1.21,2,0.82,-0.48,0.0873,-0.24,0.06,0.1524,-0.9,0.3,0.6426,-0.48,0.1775,-0.5641,-0.52,-0.0455,0
2,1,2,4,2,3,-1.36,3,0.32,0.81,0.5206,1.38,0.32,0.9139,1.59,-0.66,-0.4567,-0.18,-1.5329,-0.1109,-2.18,-1.0426,0
2,1,1,4,4,1,-0.56,2,-0.56,-0.48,-0.9394,-0.64,-0.2,-1.0202,0.05,0.58,0.6426,-0.33,-1.5329,0.1099,-0.06,1.4014,0
2,1,1,6,6,2,1.17,2,1.84,-0.02,-0.9394,-0.64,0.32,0.3889,-0.39,-0.34,-0.4567,-0.02,1.4565,-1.0353,-0.29,1.0265,0
2,1,1,4,4,3,0.3,2,0.56,-0.02,-0.3397,-0.24,0.06,-0.3017,0.05,0.0,0.4486,-0.02,1.4565,-0.2356,0.18,0.3026,1
2,1,1,6,4,2,0.17,2,1.1,1.51,-1.7015,-0.64,-1.3,-0.3017,1.11,1.81,0.4486,1.47,-0.2514,1.4298,1.12,-1.3599,1
2,4,1,4,4,3,-0.81,2,-0.37,-0.48,0.0873,-0.24,0.06,-0.3017,-0.39,-0.34,0.811,-0.48,0.1775,-0.7235,0.18,-0.0455,0
1,1,1,6,4,2,1.4,2,-0.37,-1.91,-1.9158,-1.96,-1.3,-0.3017,-0.39,0.3,0.811,1.07,0.6584,1.4298,0.88,-1.0426,1
1,1,2,6,3,2,0.74,1,-0.56,-0.79,-1.4236,-0.11,0.06,-0.076,-0.89,-1.27,-0.4567,-0.57,-0.2514,-0.7235,-0.46,-0.7176,0
1,1,1,6,3,2,0.73,1,0.32,-0.48,-0.9394,-1.22,1.26,1.5828,-1.12,-1.78,0.2171,-0.02,-1.5329,0.2882,-1.28,-0.3852,0
1,1,1,6,6,2,1.25,2,0.56,-0.48,1.2115,-0.24,-0.47,-0.53,0.05,-1.27,0.4486,-0.18,-0.2514,0.2882,0.18,-0.0455,0
1,4,1,4,4,2,-0.65,2,-0.37,0.45,-0.9394,-0.24,0.06,0.3889,-0.9,0.0,0.6426,-0.63,0.2861,-0.2356,-0.52,0.3026,0
2,1,1,3,3,2,-1.17,2,-0.74,-0.02,-0.9394,-0.24,0.56,0.3889,-0.9,0.0,0.2171,-0.63,-0.2514,-0.4017,-0.52,-0.7176,0
2,1,1,4,3,1,-0.4,2,-0.9,-0.02,-0.9394,-0.95,2.55,3.9067,0.05,0.91,1.9398,2.27,1.4565,0.2882,1.12,0.6602,0
1,1,1,4,2,2,-0.89,2,-1.53,-0.79,-0.3397,-0.64,-0.47,-1.6239,0.5,1.23,0.9618,2.27,1.4565,-0.0651,0.65,-0.7176,1
2,1,3,2,1,3,-1.34,2,0.32,0.45,-0.9394,0.77,-0.47,0.1524,0.05,0.0,-2.1402,-0.18,0.1775,-0.4017,-0.29,0.3026,0
1,1,1,5,2,3,0.78,2,1.1,-0.02,1.2115,-0.24,0.06,0.3889,0.05,0.91,-0.0721,2.27,-0.2514,0.2882,0.65,0.6602,1
2,1,1,3,4,4,-0.81,2,0.82,2.16,0.5206,0.77,-0.73,-0.3017,1.59,0.3,0.4486,0.34,1.4565,0.4684,0.18,0.3026,1
2,1,1,4,4,4,0.35,2,0.82,2.16,1.2115,2.35,-2.37,-0.53,1.59,0.91,-0.4567,2.27,0.6584,2.7167,1.12,2.8039,0
2,1,1,2,1,3,-0.26,2,0.32,2.16,1.2115,2.35,-1.0,-0.3017,1.59,2.29,3.4609,2.27,0.1775,2.7167,2.26,-0.3852,0
2,2,4,1,3,5,-0.59,2,-0.15,0.45,1.2115,-0.64,0.06,0.1524,-0.39,0.3,0.4486,2.27,-0.2514,0.4684,0.41,-0.0455,0
1,1,1,6,6,2,1.9,2,0.82,1.13,1.2115,1.38,0.32,-0.0211,0.05,0.0,-0.4567,1.47,-0.7332,1.4298,0.18,0.3026,0
2,4,3,6,6,2,2.67,2,0.56,-0.48,1.2115,0.77,0.79,0.3889,0.05,-1.78,-0.4567,-0.63,1.4565,-1.0353,-1.28,2.8039,1
2,1,1,4,6,2,0.87,2,2.63,0.81,1.2115,0.77,-1.3,-1.0202,0.5,0.58,0.6426,0.54,-0.2514,1.2128,1.12,0.6602,0
1,1,3,1,1,3,-0.78,2,1.42,1.51,1.2115,2.35,-0.73,-1.2999,0.05,0.58,0.6426,0.54,1.4565,0.8307,0.65,-0.7176,0
1,1,1,2,2,2,-0.03,2,-0.15,-1.04,0.5206,-0.95,0.06,0.1524,0.8,0.3,0.6426,1.07,-0.2514,1.4298,0.18,-0.7176,1
2,1,1,6,4,3,1.08,2,-0.37,-0.48,-0.9394,-0.24,-0.2,0.64,-1.56,-1.78,-1.0226,-0.02,-1.5329,-1.1886,-1.28,-0.7176,0
1,1,1,2,1,3,-1.49,2,-0.74,-0.48,-0.9394,-0.24,0.79,-0.076,0.05,0.3,1.0998,-1.06,0.1775,0.2882,0.18,-0.0455,0
2,3,2,0,0,3,-2.39,2,1.42,2.16,1.2115,2.35,-0.47,-0.767,1.59,0.91,1.0998,0.78,1.4565,0.8307,0.65,-0.7176,0
1,1,1,2,1,4,-0.66,2,-0.15,-0.79,1.2115,-0.64,-1.3,-0.53,1.59,2.29,1.4702,2.27,1.4565,2.7167,1.38,1.4014,1
2,1,1,6,5,3,0.6,2,-1.87,-0.79,1.2115,-0.64,0.06,-0.076,0.05,0.3,0.2171,-0.77,1.4565,0.2882,-0.29,-0.7176,0
1,1,4,1,1,3,-2.02,2,-0.9,-0.02,-0.3397,-0.24,1.02,0.3889,0.05,-0.66,0.9618,-1.68,1.4565,0.1099,-0.29,-0.3852,0
2,3,3,4,6,4,0.53,2,1.42,1.51,0.0873,0.24,1.02,0.64,0.05,-0.66,-1.0226,-0.33,-0.2514,-0.5641,0.18,-0.0455,1
1,1,1,2,2,3,-1.66,2,-0.74,-0.48,-1.4236,-1.37,0.56,1.2219,-0.39,-0.34,0.6426,-0.92,-0.2514,-0.4017,-0.76,-0.7176,0
2,4,1,1,1,4,-0.99,2,-0.37,-0.79,-0.9394,-0.24,-0.73,-0.3017,0.5,0.58,0.6426,2.27,0.6584,0.1099,1.38,0.3026,1
2,4,1,2,2,1,-0.66,2,1.1,0.81,0.0873,-0.24,1.26,1.2219,0.05,-0.34,2.3531,-0.63,-0.7332,0.2882,0.88,1.0265,0
1,4,1,1,2,3,-1.16,2,-1.18,-0.48,0.0873,-0.24,0.32,0.3889,0.05,0.3,-1.0226,-0.48,-1.5329,1.2128,-0.52,-0.0455,0
2,1,1,2,2,3,-0.88,2,0.32,0.81,0.5206,0.24,1.02,-0.53,-1.12,-0.34,-0.0721,-1.06,-1.5329,-1.1886,-2.18,0.6602,0
2,3,2,2,3,3,-0.96,2,2.63,1.51,1.2115,2.35,0.32,-0.53,1.59,0.0,-2.1402,-0.63,1.4565,0.2882,-1.01,1.0265,0
2,4,1,1,1,2,-1.46,2,0.08,-0.48,0.0873,-0.24,0.06,0.64,-0.67,-1.27,-0.0721,-0.63,-1.5329,-0.4017,-0.52,-0.3852,0
1,1,2,3,2,4,-0.31,2,0.38,-0.02,1.2115,-0.24,-1.3,-0.076,1.11,-0.66,0.2171,1.47,-0.2514,1.6881,0.65,0.3026,1
2,2,1,2,2,2,-1.01,1,-0.74,-0.02,-0.9394,-0.64,-0.2,0.3889,-1.12,-0.34,-0.4567,-0.18,-0.5939,-1.1886,-0.76,-1.0426,0
2,1,1,2,1,3,-1.3,2,2.63,1.13,-0.9394,-0.24,0.32,-0.53,0.05,0.3,0.2171,1.07,-0.2514,0.2882,0.18,-0.3852,1
2,1,1,4,4,3,0.59,2,-0.74,-0.02,-0.9394,-0.64,-0.73,3.9067,-2.3,-1.78,-2.1402,-0.77,-0.2514,-3.4503,-1.28,0.6602,0
1,1,1,5,4,4,0.49,2,0.82,1.51,1.2115,2.35,0.56,0.3889,0.05,-0.34,1.0998,-0.48,-0.2514,-0.7235,-0.76,0.6602,0
2,1,1,1,1,4,-1.89,2,-0.9,-0.02,-0.9394,-0.95,0.79,0.9139,0.05,0.91,1.9398,-0.18,-0.2514,0.2882,0.41,0.6602,0
2,1,2,1,6,2,-0.29,1,0.32,-1.04,0.0873,-0.24,0.56,0.1524,-1.12,-0.95,0.9618,-1.06,-1.5329,-0.2356,-2.18,1.0265,0
1,1,1,1,4,3,-1.1,2,-0.56,-1.04,1.2115,-0.64,0.79,0.9139,-0.9,-1.27,-2.1402,-0.48,-1.5329,-1.9945,-2.18,-0.7176,0
1,4,1,1,1,4,-1.54,2,0.08,-0.02,0.5206,1.38,0.79,0.3889,1.59,0.91,0.2171,-0.33,-0.2514,0.649,-1.61,1.0265,0
1,1,4,4,4,3,-0.11,1,0.32,-0.48,-0.3397,0.24,0.32,-0.53,1.11,0.58,1.0998,1.07,-0.2514,-0.4017,0.65,0.3026,0
2,3,4,2,1,3,-1.03,3,0.82,-0.02,1.2115,-0.64,1.53,0.64,-0.39,0.58,1.5866,-0.18,-1.4788,0.4684,0.41,1.4014,0
1,2,1,6,6,2,-0.17,2,-0.15,0.81,1.2115,0.24,0.06,0.3889,1.59,0.58,0.4486,-0.33,1.4565,0.4684,-0.52,1.4014,0
2,1,1,1,1,3,-1.39,2,-0.56,-0.48,-0.3397,-0.64,0.06,0.64,1.59,0.91,0.4486,0.15,0.6584,0.4684,0.41,-0.0455,0
1,1,1,4,1,2,-0.38,2,-0.15,0.81,-0.3397,0.77,0.79,0.64,-1.33,-1.78,-0.4567,-1.06,-0.7332,-0.4017,-2.18,-1.6717,0
2,3,4,1,1,3,-1.95,2,0.56,0.45,-0.3397,0.24,0.06,-0.3017,0.05,0.3,0.2171,0.34,0.6584,-0.0651,0.65,-0.0455,0
2,1,1,5,5,2,0.16,2,0.56,-0.02,1.2115,0.24,-0.73,1.2219,1.59,0.58,0.6426,2.27,1.4565,1.6881,2.26,0.3026,1
2,1,2,6,4,4,1.2,2,1.42,0.45,0.5206,2.35,-1.0,0.1524,1.59,1.51,-0.0721,0.78,-0.2514,1.4298,-0.06,1.7943,0
2,1,1,6,6,4,1.59,2,0.56,-0.79,-0.3397,0.24,0.32,-0.076,0.05,0.3,0.2171,0.34,-0.2514,-0.0651,-0.29,0.6602,0
2,1,1,6,4,3,1.09,2,-0.15,-0.48,-0.9394,-0.24,-0.47,-0.3017,0.05,0.91,0.6426,0.15,0.1775,-0.0651,0.41,-0.3852,0
1,1,1,2,1,3,-0.74,2,0.56,-0.79,-0.3397,-0.64,0.06,-0.076,-0.39,-1.27,-0.4567,-0.02,0.1775,-1.1886,-0.76,0.3026,1
1,3,3,2,2,3,-0.72,2,0.82,0.81,1.2115,1.38,-0.47,0.64,1.59,0.91,0.6426,0.54,-0.7332,0.4684,-0.52,1.4014,0
2,1,1,4,4,3,-0.32,2,0.56,2.16,1.2115,0.24,0.79,1.2219,1.59,-0.34,0.3835,-1.06,0.6584,1.6881,-0.06,0.3026,0
1,3,3,2,1,4,-0.42,2,-0.74,1.13,0.0873,0.77,-0.47,-0.076,-1.12,0.3,-0.0721,0.34,0.1775,0.8307,0.18,-1.0426,0
1,1,1,3,4,3,0.23,1,0.82,2.16,-1.7015,-0.95,-0.2,-1.0202,0.05,2.29,0.6426,1.47,-0.2514,0.4684,0.65,-2.3212,1
2,1,1,4,1,1,0.27,2,-0.37,1.51,0.5206,-1.22,1.26,1.5828,1.11,0.91,2.3531,1.47,1.4565,0.649,0.65,1.7943,0
1,1,1,1,1,3,-1.75,2,0.56,1.51,1.2115,0.77,1.26,0.1524,1.11,0.3,-0.0721,-0.33,-0.2514,0.8307,-0.76,-0.0455,0
2,1,1,2,2,3,-0.71,2,-0.15,-0.48,-0.9394,0.77,-0.47,0.3889,0.8,0.91,1.0998,1.07,1.4565,-0.0651,0.65,-0.7176,1
2,1,1,2,2,2,-1.42,1,-0.37,-0.79,-0.9394,-0.95,-0.2,-0.53,0.05,0.58,0.6426,0.78,1.4565,-0.2356,0.41,1.0265,1
1,4,2,4,4,4,0.42,2,0.56,0.98,1.2115,1.38,1.02,-0.3017,1.59,0.91,0.811,2.27,0.1775,0.8307,-0.06,1.4014,0
2,1,1,1,2,4,-0.79,2,-0.37,-0.48,0.5206,-0.64,0.06,0.3889,0.8,0.0,-1.0226,1.07,-0.7332,0.1099,0.18,-0.3852,1
2,1,1,6,6,4,1.43,1,-0.56,-1.26,-0.9394,-1.22,0.79,1.7434,-1.83,-1.27,0.6426,2.27,-1.5329,1.6881,0.18,-1.3599,1
2,1,1,6,4,4,0.63,2,-0.74,-0.48,0.0873,-0.24,0.32,0.3889,0.05,-0.34,0.9618,1.47,0.1775,0.1099,-0.29,0.3026,1
2,1,1,0,0,4,-1.63,2,-1.05,1.13,1.2115,-1.46,-0.2,-0.076,1.59,1.81,2.3531,1.07,1.4565,0.8903,0.57,1.4014,0
1,3,1,1,1,2,-1.93,2,-1.18,-0.48,-0.9394,-0.24,0.32,0.3889,0.05,-0.34,-0.0721,-0.63,1.4565,-0.5641,-0.52,-0.7176,0
2,1,1,6,4,4,0.8,2,0.56,2.16,1.2115,0.77,-0.73,-0.076,0.5,1.23,1.2288,2.27,-0.2514,0.8307,1.38,0.3026,1
1,1,1,6,6,3,1.35,2,0.56,-0.02,1.2115,0.24,-0.47,-0.076,1.59,0.58,0.811,1.47,1.4565,2.7167,0.88,-0.0455,0
1,1,1,1,1,3,-1.69,2,0.08,-0.48,1.2115,0.24,-0.73,-1.0202,1.11,1.51,1.0998,0.78,1.4006,0.4684,0.65,0.6602,0
2,1,1,4,4,4,-0.2,2,-0.37,-0.48,0.0873,0.24,-0.2,0.1524,1.59,0.3,0.2171,1.07,1.4006,0.649,-0.06,-0.0455,1
2,1,1,2,2,3,-1.2,2,0.08,-0.02,-1.4236,-0.24,-0.2,0.1524,-0.67,-0.34,0.2171,1.07,0.6584,-0.4017,0.18,-0.3852,1
2,1,1,1,1,2,-1.83,2,-0.37,0.81,-0.9394,-0.24,0.32,0.1524,0.05,0.0,-0.0721,-0.63,-0.7332,-1.1886,-0.52,-0.3852,1
2,1,1,4,6,4,1.05,2,0.82,-0.48,-0.3397,-0.64,-0.47,0.1524,0.05,-0.95,-1.0226,2.27,1.4565,-0.5641,0.41,0.3026,1
1,3,1,4,1,3,-1.11,2,1.1,1.13,1.2115,2.35,2.55,0.64,1.59,-0.34,0.811,-0.48,-0.1191,1.0166,-0.76,-0.0455,0
2,1,1,3,2,4,-0.22,2,0.32,-0.02,1.2115,1.38,-0.2,0.64,1.11,0.91,1.0998,0.78,1.4565,1.2128,0.41,0.6602,1
1,1,1,6,2,3,1.32,2,1.42,-0.02,1.2115,2.35,-0.73,-0.53,1.59,0.58,0.9618,1.07,0.1775,1.6881,1.38,0.6602,1
1,1,1,6,4,4,0.91,2,0.08,-0.02,-0.3397,-0.24,-1.0,0.1524,0.05,-0.66,0.6426,1.07,-0.2514,-0.4017,0.88,-1.3599,1
2,1,1,1,1,3,-1.44,2,1.1,-0.48,1.2115,-0.24,0.43,-0.3017,1.59,0.91,1.032,0.34,0.6584,-0.2356,0.65,1.4014,0
2,4,3,6,3,3,1.22,2,-0.37,-0.02,0.5206,-0.24,0.32,0.9139,0.05,0.3,0.811,1.07,1.4565,-0.4017,-1.61,-0.0455,0
1,4,1,1,1,3,-1.44,2,0.82,-0.02,0.5206,0.77,0.32,1.2219,0.8,1.23,0.4486,-0.77,-1.5329,-0.0651,-1.28,-0.7176,0
1,3,1,1,1,2,-1.65,2,-0.15,0.45,1.2115,-0.24,0.32,0.9139,0.5,-0.66,-0.4567,1.07,-0.4946,0.1099,-0.52,-0.3852,1
1,1,1,4,2,3,-0.9,2,0.32,-0.02,1.2115,0.24,0.06,0.9139,0.5,0.3,0.6426,0.54,0.1775,1.0166,-0.52,-0.0455,0
2,1,1,1,1,4,-2.1,2,-1.3,1.51,0.0873,-0.24,1.02,1.2219,-1.56,-0.34,-0.4567,-0.18,0.6584,-1.0353,-0.29,-0.3852,0
1,1,1,4,6,3,1.6,2,-0.37,0.81,1.2115,-0.24,-0.73,-0.076,0.5,0.58,0.4486,1.47,0.6584,0.1099,1.12,-0.0455,1
2,1,1,6,6,3,1.49,2,1.84,1.13,1.2115,0.24,0.56,0.3889,1.59,0.91,0.6426,0.54,-0.2514,0.649,0.41,1.7943,0
2,3,1,1,1,3,-1.53,2,0.08,0.45,0.5206,0.24,-2.37,-0.3017,0.8,0.58,0.9618,1.47,1.4565,0.4684,1.38,-0.7176,1
2,4,2,2,1,1,-0.88,2,0.08,2.16,1.2115,0.24,2.55,0.64,1.59,2.29,0.9618,1.47,-0.7332,2.7167,1.12,3.8587,0
1,1,2,6,6,4,1.84,2,-1.05,0.45,1.2115,0.77,-0.47,-0.53,0.8,1.51,0.6426,1.07,-0.2514,2.7167,1.38,0.3026,1
2,4,3,1,1,4,-1.0,2,0.08,-0.02,-0.9394,0.24,-0.2,0.9139,0.05,-0.95,0.2171,0.78,0.6584,0.4684,0.41,-0.3852,1
1,1,1,2,2,4,-1.21,1,0.08,1.51,-0.9394,-0.24,0.79,0.1524,0.05,0.3,1.2288,-0.92,-0.2514,0.1099,0.41,0.6602,0
2,4,1,4,6,2,0.32,2,0.11,-0.48,-0.9394,0.24,-0.73,1.2219,0.8,1.23,0.6426,2.27,1.4565,-0.0651,1.7,-0.7176,1
1,1,2,6,3,5,1.0,2,1.1,2.16,1.2115,-0.95,2.55,1.5828,1.59,1.51,4.4249,-1.36,1.4565,2.0389,1.12,3.8587,0
1,1,1,4,4,4,-0.36,2,1.42,0.81,-0.3397,2.35,-1.3,0.9139,0.5,1.51,0.2171,1.47,-0.2514,0.2882,0.88,1.0265,1
2,1,1,6,3,4,1.29,2,-1.18,-0.02,1.2115,-1.22,0.56,0.9139,-0.67,-1.27,0.4486,0.34,-0.7332,-0.2356,-0.52,-0.0455,1
2,1,1,6,6,4,0.99,2,1.84,1.13,1.2115,0.77,-0.83,0.1524,0.8,0.0,-0.4567,2.27,-0.2514,1.4298,2.26,-0.7176,1
2,2,1,2,6,1,0.53,2,-0.37,1.51,0.0873,-1.7,0.79,0.64,1.11,1.23,1.7024,0.78,1.4565,0.1099,0.41,0.6602,0
2,1,2,6,5,3,1.52,2,-0.74,0.81,-0.9394,-0.64,-0.73,-0.0968,-1.12,-1.78,-1.0226,-0.77,-1.5329,-0.8805,-1.28,-1.0426,0
1,1,1,4,4,2,0.23,2,0.32,2.16,1.2115,2.35,-1.3,-0.3017,0.05,0.58,-0.4567,2.27,1.4565,1.2128,0.88,-0.7176,0
2,4,1,0,2,4,-0.96,2,0.08,-1.26,-0.3397,-0.24,-0.73,-0.767,-1.33,-1.27,-0.4567,0.15,0.1775,-0.0651,0.65,-0.3852,0
1,1,1,6,2,2,1.45,2,0.32,-0.02,-0.9394,-0.24,0.06,0.64,0.05,0.0,0.4486,0.78,-0.2514,0.2882,-0.06,0.3026,1
2,4,1,2,2,4,-1.28,2,-0.56,0.81,-1.4236,-0.24,-0.73,0.1524,-0.39,0.3,0.811,0.78,0.1775,0.8307,0.88,-0.7176,1
1,1,1,1,1,4,-1.6,2,-0.56,-0.02,1.2115,0.77,0.06,-0.076,1.11,0.91,0.2171,2.27,0.1775,1.4298,0.18,0.6602,0
1,3,1,0,0,3,-2.0,2,-0.37,-0.02,-0.9394,-0.24,-0.47,0.1524,-0.39,0.0,-0.0721,0.15,-1.5329,0.2882,0.41,-0.3852,0
2,3,3,5,5,5,-0.78,2,-1.18,-0.79,-1.7015,-0.95,1.02,-0.076,-0.9,0.58,1.3516,-0.18,-0.2514,-0.4017,0.41,-0.3852,0
1,1,1,6,2,4,1.32,2,0.82,0.45,1.2115,0.24,0.56,0.1524,0.05,1.51,0.6426,0.54,0.6088,2.0389,-0.06,1.7943,0
2,3,1,1,0,5,-2.0,2,0.32,0.45,-0.9394,-0.64,-1.68,-1.2999,-0.67,0.3,0.4486,1.47,-0.7332,0.1099,1.38,-0.3852,1
2,1,1,1,1,3,-1.73,2,-0.37,-0.48,-0.9394,-0.24,0.06,0.9139,0.05,0.91,0.6426,0.34,1.4565,0.2882,0.65,-0.3852,0
1,1,1,6,6,4,1.52,2,0.56,0.45,1.2115,0.77,-1.0,0.3889,0.8,0.0,-0.4567,1.47,0.1775,0.2882,1.38,1.0265,1
2,1,3,1,1,1,-1.89,2,2.63,2.16,1.2115,-1.22,0.32,0.3889,-1.83,-1.78,0.9618,-0.92,-1.5329,-0.5641,0.24,-0.0455,0
1,4,1,2,2,3,0.04,2,-0.74,-0.02,-0.9394,-0.24,0.06,0.3889,0.05,0.58,0.2171,0.15,0.1775,2.0389,0.18,0.6602,0
2,4,1,1,1,2,-1.27,2,-0.56,-0.48,-0.9394,-0.24,-0.47,-0.076,0.05,0.58,0.2171,2.27,-0.2514,-0.2356,0.65,-0.0455,1
2,4,3,0,0,3,-2.14,2,-0.9,-0.02,-0.9394,0.24,0.56,0.3889,0.05,-0.34,-1.0226,-0.33,-1.5329,-0.8805,-0.06,0.6602,0
1,1,1,1,1,3,-1.51,2,-0.56,2.16,0.5206,-0.24,0.06,-0.53,0.05,1.23,0.6426,-0.02,0.6584,0.8307,-0.29,0.3026,0
1,1,1,1,1,5,-1.51,2,1.1,1.51,0.0873,0.24,-1.3,-1.0202,1.11,0.91,0.6426,2.27,0.6584,1.6881,1.38,1.0265,1
